nome,link,licenza,formato,versione,openAccess,fileID
ALESSIO%20CLARONI.PDF,https://iris.unitn.it/retrieve/handle/11572/269561/352957/ALESSIO%20CLARONI.PDF,tutti i diritti riservati,application/pdf,versione editoriale,False,ALESSIO20CLARONIPDF1052
Entgeltfortzahlung%20bei%20Krankheit%20und%20Arbeitsunfall.pdf,https://iris.unitn.it/retrieve/handle/11572/269521/352840/Entgeltfortzahlung%20bei%20Krankheit%20und%20Arbeitsunfall.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Entgeltfortzahlung20bei20Krankheit20und20Arbeitsunfallpdf1053
AIC_SM4_HGIS_online_compressed.pdf,https://iris.unitn.it/retrieve/handle/11572/273658/364000/AIC_SM4_HGIS_online_compressed.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,AICSM4HGISonlinecompressedpdf1054
Ni%20et%20al%202020%20JDS%20The%20VOC%20profile%20of%20ripened%20cheese%20is%20influenced%20by%20CP%20shortage%20and%20CLA%20supplementation%20in%20the%20cow's%20diet.pdf,https://iris.unitn.it/retrieve/handle/11572/251068/301325/Ni%20et%20al%202020%20JDS%20The%20VOC%20profile%20of%20ripened%20cheese%20is%20influenced%20by%20CP%20shortage%20and%20CLA%20supplementation%20in%20the%20cow's%20diet.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Ni20et20al20202020JDS20The20VOC20profile20of20ripened20cheese20is20influenced20by20CP20shortage20and20CLA20supplementation20in20the20cows20dietpdf1055
Paper%20recyclability%20PUBLISHED.pdf,https://iris.unitn.it/retrieve/handle/11572/286678/399095/Paper%20recyclability%20PUBLISHED.pdf,,application/pdf,versione editoriale,False,Paper20recyclability20PUBLISHEDpdf1056
journal.pone.0240876.pdf,https://iris.unitn.it/retrieve/handle/11572/273697/377778/journal.pone.0240876.pdf,,application/pdf,versione editoriale,False,journalpone0240876pdf1057
3377929.3389976.pdf,https://iris.unitn.it/retrieve/handle/11572/273741/477786/3377929.3389976.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,33779293389976pdf1058
Baracchi%20et%20al.%20-%202020%20-%20Pheromone%20components%20affect%20motivation%20and%20induce%20persistent%20modulation%20of%20associative%20learning%20and%20memory%20in%20h.pdf,https://iris.unitn.it/retrieve/handle/11572/273745/364123/Baracchi%20et%20al.%20-%202020%20-%20Pheromone%20components%20affect%20motivation%20and%20induce%20persistent%20modulation%20of%20associative%20learning%20and%20memory%20in%20h.pdf,,application/pdf,versione editoriale,False,Baracchi20et20al202020202020Pheromone20components20affect20motivation20and20induce20persistent20modulation20of20associative20learning20and20memory20in20hpdf1059
Strassen.pdf,https://iris.unitn.it/retrieve/handle/11572/356445/587772/Strassen.pdf,tutti i diritti riservati,application/pdf,postprint,False,Strassenpdf1060
AHRC%20Ginevra.pdf,https://iris.unitn.it/retrieve/handle/11572/311377/473510/AHRC%20Ginevra.pdf,,application/pdf,versione editoriale,False,AHRC20Ginevrapdf1061
Petrarch%20Commentary%20and%20Exegesis%20in%20Renaissance%20Italy%20Introduction-2020.pdf,https://iris.unitn.it/retrieve/handle/11572/311375/473506/Petrarch%20Commentary%20and%20Exegesis%20in%20Renaissance%20Italy%20Introduction-2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Petrarch20Commentary20and20Exegesis20in20Renaissance20Italy20Introduction2020pdf1062
bcom722-presotto-offprint.pdf,https://iris.unitn.it/retrieve/handle/11572/311128/472813/bcom722-presotto-offprint.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,bcom722presottooffprintpdf1063
Pich%20Visconti%20seconde%20bozze.pdf,https://iris.unitn.it/retrieve/handle/11572/311150/472870/Pich%20Visconti%20seconde%20bozze.pdf,tutti i diritti riservati,application/pdf,0,False,Pich20Visconti20seconde20bozzepdf1064
Simonati%20Accesso%20alle%20informazioni%20ambientali.pdf,https://iris.unitn.it/retrieve/handle/11572/251126/301477/Simonati%20Accesso%20alle%20informazioni%20ambientali.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Simonati20Accesso20alle20informazioni20ambientalipdf1065
Allodi2020_Article_MeasuringTheAccuracyOfSoftware.pdf,https://iris.unitn.it/retrieve/handle/11572/251140/330318/Allodi2020_Article_MeasuringTheAccuracyOfSoftware.pdf,,application/pdf,versione editoriale,False,Allodi2020ArticleMeasuringTheAccuracyOfSoftwarepdf1066
The%20determinants%20of%20austerity%20in%20the%20European%20Union%202010%BF16%20_%20Elsevier%20Enhanced%20Reader.pdf,https://iris.unitn.it/retrieve/handle/11572/251118/385769/The%20determinants%20of%20austerity%20in%20the%20European%20Union%202010%BF16%20_%20Elsevier%20Enhanced%20Reader.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,The20determinants20of20austerity20in20the20European20Union202010BF162020Elsevier20Enhanced20Readerpdf1067
manuscriptNew.pdf,https://iris.unitn.it/retrieve/handle/11572/273665/363896/manuscriptNew.pdf,tutti i diritti riservati,application/pdf,postprint,False,manuscriptNewpdf1068
1-s2.0-S1875510020301475-main.pdf,https://iris.unitn.it/retrieve/handle/11572/273667/364005/1-s2.0-S1875510020301475-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S1875510020301475mainpdf1069
Pallante_Eboli_2020.pdf,https://iris.unitn.it/retrieve/handle/11572/356870/589019/Pallante_Eboli_2020.pdf,tutti i diritti riservati,application/pdf,preprint,False,PallanteEboli2020pdf1070
against-the-grain.com-The%20FOSTER%20Open%20Science%20Handbook%20A%20High%20Quality%20Teach-the-Teacher%20Training%20to%20Engage%20Faculty%20and%20Staf.pdf,https://iris.unitn.it/retrieve/handle/11572/273639/363818/against-the-grain.com-The%20FOSTER%20Open%20Science%20Handbook%20A%20High%20Quality%20Teach-the-Teacher%20Training%20to%20Engage%20Faculty%20and%20Staf.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,againstthegraincomThe20FOSTER20Open20Science20Handbook20A20High20Quality20TeachtheTeacher20Training20to20Engage20Faculty20and20Stafpdf1071
Drago2020_Article_AnOperationalConstructionOfThe.pdf,https://iris.unitn.it/retrieve/handle/11572/273637/389348/Drago2020_Article_AnOperationalConstructionOfThe.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Drago2020ArticleAnOperationalConstructionOfThepdf1072
Broccardo%20Frigotto%20Conformismo%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/222007/352113/Broccardo%20Frigotto%20Conformismo%202020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Broccardo20Frigotto20Conformismo202020pdf1073
08948254.pdf,https://iris.unitn.it/retrieve/handle/11572/251274/393912/08948254.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,08948254pdf1074
Melchionda-Derecho-Penal-Tributario-Italiano-post-COVID.pdf,https://iris.unitn.it/retrieve/handle/11572/274185/365201/Melchionda-Derecho-Penal-Tributario-Italiano-post-COVID.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,MelchiondaDerechoPenalTributarioItalianopostCOVIDpdf1075
GrabThatScreenFinal.pdf,https://iris.unitn.it/retrieve/handle/11572/251422/302199/GrabThatScreenFinal.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,GrabThatScreenFinalpdf1076
insects-11-00588.pdf,https://iris.unitn.it/retrieve/handle/11572/274091/364945/insects-11-00588.pdf,,application/pdf,versione editoriale,False,insects1100588pdf1077
Route%20or%20Flood.pdf,https://iris.unitn.it/retrieve/handle/11572/251380/377673/Route%20or%20Flood.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Route20or20Floodpdf1078
Ritchie%20et%20al.%202020%20Nature%20Food.pdf,https://iris.unitn.it/retrieve/handle/11572/251376/302002/Ritchie%20et%20al.%202020%20Nature%20Food.pdf,,application/pdf,versione editoriale,False,Ritchie20et20al20202020Nature20Foodpdf1079
Pinamonti%20et%20al.pdf,https://iris.unitn.it/retrieve/handle/11572/274136/365043/Pinamonti%20et%20al.pdf,,application/pdf,versione editoriale,False,Pinamonti20et20alpdf1080
Cardwell_Chapter%2018.pdf,https://iris.unitn.it/retrieve/handle/11572/274143/365056/Cardwell_Chapter%2018.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,CardwellChapter2018pdf1081
Righetto2019LastVersion.pdf,https://iris.unitn.it/retrieve/handle/11572/251509/302543/Righetto2019LastVersion.pdf,tutti i diritti riservati,application/pdf,preprint,False,Righetto2019LastVersionpdf1082
10.1103@PhysRevLett.125.106101.pdf,https://iris.unitn.it/retrieve/handle/11572/274072/364900/10.1103@PhysRevLett.125.106101.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,101103PhysRevLett125106101pdf1083
The%20Doctoral%20Debate.pdf,https://iris.unitn.it/retrieve/handle/11572/251619/302975/The%20Doctoral%20Debate.pdf,,application/pdf,versione editoriale,False,The20Doctoral20Debatepdf1084
s41438-020-00370-5.pdf,https://iris.unitn.it/retrieve/handle/11572/274365/416633/s41438-020-00370-5.pdf,,application/pdf,versione editoriale,False,s41438020003705pdf1085
1-s2.0-S0981942820303247-main.pdf,https://iris.unitn.it/retrieve/handle/11572/274363/522834/1-s2.0-S0981942820303247-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S0981942820303247mainpdf1086
Magnani2020_Article_PorosityAndDifferentiabilityOf.pdf,https://iris.unitn.it/retrieve/handle/11572/251555/557052/Magnani2020_Article_PorosityAndDifferentiabilityOf.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Magnani2020ArticlePorosityAndDifferentiabilityOfpdf1087
Borzaga_2020_Art.%202%20d.%20lgs.%20n.%2081:2015_Ipsoa.pdf,https://iris.unitn.it/retrieve/handle/11572/222263/336238/Borzaga_2020_Art.%202%20d.%20lgs.%20n.%2081:2015_Ipsoa.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Borzaga2020Art20220d20lgs20n20812015Ipsoapdf1088
"Estr_H20,4_Rec_Giuliani%20(2).pdf","https://iris.unitn.it/retrieve/handle/11572/305635/452449/Estr_H20,4_Rec_Giuliani%20(2).pdf",tutti i diritti riservati,application/pdf,versione editoriale,False,EstrH204RecGiuliani202pdf1089
2020_Largaiolli_Processo%20decisionale%20e%20media%20nello%20scisma.pdf,https://iris.unitn.it/retrieve/handle/11572/274183/365197/2020_Largaiolli_Processo%20decisionale%20e%20media%20nello%20scisma.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,2020LargaiolliProcesso20decisionale20e20media20nello20scismapdf1090
10180690_FALL_00134995_2020_01_0057.pdf,https://iris.unitn.it/retrieve/handle/11572/251684/303173/10180690_FALL_00134995_2020_01_0057.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,10180690FALL001349952020010057pdf1091
CostituzionePrincipi_FCortesePOST%20REFERAGGIO.pdf,https://iris.unitn.it/retrieve/handle/11572/274253/374195/CostituzionePrincipi_FCortesePOST%20REFERAGGIO.pdf,tutti i diritti riservati,application/pdf,postprint,False,CostituzionePrincipiFCortesePOST20REFERAGGIOpdf1092
Aprea%20-%202020%20-%20Special%20Issue%20%BFVolatile%20Compounds%20and%20Smell%20Chemic.pdf,https://iris.unitn.it/retrieve/handle/11572/274259/365376/Aprea%20-%202020%20-%20Special%20Issue%20%BFVolatile%20Compounds%20and%20Smell%20Chemic.pdf,,application/pdf,versione editoriale,False,Aprea202020202020Special20Issue20BFVolatile20Compounds20and20Smell20Chemicpdf1093
Bottiroli%20et%20al.%20-%202020%20-%20Short%20communication%20Short-time%20freezing%20does%20not%20.pdf,https://iris.unitn.it/retrieve/handle/11572/274257/365372/Bottiroli%20et%20al.%20-%202020%20-%20Short%20communication%20Short-time%20freezing%20does%20not%20.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Bottiroli20et20al202020202020Short20communication20Shorttime20freezing20does20not20pdf1094
PhysRevD.102.043015.pdf,https://iris.unitn.it/retrieve/handle/11572/287089/482405/PhysRevD.102.043015.pdf,,application/pdf,versione editoriale,False,PhysRevD102043015pdf1095
SSRN-id3568552.pdf,https://iris.unitn.it/retrieve/handle/11572/256854/315889/SSRN-id3568552.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,SSRNid3568552pdf1096
Ierano%BF%20nr.%204.pdf,https://iris.unitn.it/retrieve/handle/11572/287137/400120/Ierano%BF%20nr.%204.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,IeranoBF20nr204pdf1097
476-TI20-A-model-friction-adhesion-wear.pdf,https://iris.unitn.it/retrieve/handle/11572/287139/400126/476-TI20-A-model-friction-adhesion-wear.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,476TI20Amodelfrictionadhesionwearpdf1098
Ierano%BF%20nr.%206.pdf,https://iris.unitn.it/retrieve/handle/11572/287148/400147/Ierano%BF%20nr.%206.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,IeranoBF20nr206pdf1099
TED_2020.pdf,https://iris.unitn.it/retrieve/handle/11572/287008/399851/TED_2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,TED2020pdf1100
Pesci2020_ReferenceWorkEntry_Co-ownershipCollectiveOwnershi.pdf,https://iris.unitn.it/retrieve/handle/11572/287023/399878/Pesci2020_ReferenceWorkEntry_Co-ownershipCollectiveOwnershi.pdf,tutti i diritti riservati,application/pdf,postprint,False,Pesci2020ReferenceWorkEntryCoownershipCollectiveOwnershipdf1101
JINST_2020.pdf,https://iris.unitn.it/retrieve/handle/11572/287029/399890/JINST_2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,JINST2020pdf1102
NIMA_2020_1.pdf,https://iris.unitn.it/retrieve/handle/11572/287025/399879/NIMA_2020_1.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,NIMA20201pdf1103
Ierano%BF%20nr.%203.pdf,https://iris.unitn.it/retrieve/handle/11572/287063/399952/Ierano%BF%20nr.%203.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,IeranoBF20nr203pdf1104
NIMA_2020_3.pdf,https://iris.unitn.it/retrieve/handle/11572/287040/399913/NIMA_2020_3.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,NIMA20203pdf1105
JINST_2020_2.pdf,https://iris.unitn.it/retrieve/handle/11572/287038/399909/JINST_2020_2.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,JINST20202pdf1106
bernuzzi_etal_2020.pdf,https://iris.unitn.it/retrieve/handle/11572/287058/399946/bernuzzi_etal_2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,bernuzzietal2020pdf1107
estratto_palazzo.pdf,https://iris.unitn.it/retrieve/handle/11572/244392/379603/estratto_palazzo.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,estrattopalazzopdf1108
pvt_142_02_021903.pdf,https://iris.unitn.it/retrieve/handle/11572/244386/387830/pvt_142_02_021903.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,pvt14202021903pdf1109
Faitini%20-%20Debating%20Imperial%20Authority%20in%20Late%20Medieval%20Legal%20and%20Political%20Thought%20-%20Postprint.pdf,https://iris.unitn.it/retrieve/handle/11572/222362/310240/Faitini%20-%20Debating%20Imperial%20Authority%20in%20Late%20Medieval%20Legal%20and%20Political%20Thought%20-%20Postprint.pdf,tutti i diritti riservati,application/pdf,postprint,False,Faitini2020Debating20Imperial20Authority20in20Late20Medieval20Legal20and20Political20Thought2020Postprintpdf1110
"Infermit%E0%20mentale,%20imputabilit%E0%20e%20disagio%20psichico,%20ed.%20%20Napoli.pdf","https://iris.unitn.it/retrieve/handle/11572/287298/487664/Infermit%E0%20mentale,%20imputabilit%E0%20e%20disagio%20psichico,%20ed.%20%20Napoli.pdf",tutti i diritti riservati,application/pdf,versione editoriale,False,InfermitE020mentale20imputabilitE020e20disagio20psichico20ed2020Napolipdf1111
"1.%20Faccio,%20Sviluppo%20sostenibile%20e%20investimenti%20esteri%20dopo%20l'emergenza%20Covid-19.pdf","https://iris.unitn.it/retrieve/handle/11572/287327/400516/1.%20Faccio,%20Sviluppo%20sostenibile%20e%20investimenti%20esteri%20dopo%20l'emergenza%20Covid-19.pdf",,application/pdf,versione editoriale,False,120Faccio20Sviluppo20sostenibile20e20investimenti20esteri20dopo20lemergenza20Covid19pdf1112
445-Article%20Text-8208-1-10-20210405.pdf,https://iris.unitn.it/retrieve/handle/11572/287323/435702/445-Article%20Text-8208-1-10-20210405.pdf,,application/pdf,versione editoriale,False,445Article20Text820811020210405pdf1113
09_Nesi.pdf,https://iris.unitn.it/retrieve/handle/11572/287325/400632/09_Nesi.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,09Nesipdf1114
2020_ARC_COVID19_Editorial.pdf,https://iris.unitn.it/retrieve/handle/11572/287166/400187/2020_ARC_COVID19_Editorial.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,2020ARCCOVID19Editorialpdf1115
478-JMBBM20-Cutting-mechanics-Wood-beetle.pdf,https://iris.unitn.it/retrieve/handle/11572/287163/400179/478-JMBBM20-Cutting-mechanics-Wood-beetle.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,478JMBBM20CuttingmechanicsWoodbeetlepdf1116
Vesuvio%20AMArc_9_2020_00_sommario%20abstract%20indici.pdf,https://iris.unitn.it/retrieve/handle/11572/287197/400269/Vesuvio%20AMArc_9_2020_00_sommario%20abstract%20indici.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Vesuvio20AMArc9202000sommario20abstract20indicipdf1117
TomasiZhu_2020WE.pdf,https://iris.unitn.it/retrieve/handle/11572/251717/379339/TomasiZhu_2020WE.pdf,tutti i diritti riservati,application/pdf,postprint,False,TomasiZhu2020WEpdf1118
481-FIM20-Enhancement-biological-ions.pdf,https://iris.unitn.it/retrieve/handle/11572/287209/400288/481-FIM20-Enhancement-biological-ions.pdf,,application/pdf,versione editoriale,False,481FIM20Enhancementbiologicalionspdf1119
6th%20Teaching%20Innovation%20&amp;%20Entrepreneurship%20Excellence%20Awards%202020-%20with%20cover.pdf,https://iris.unitn.it/retrieve/handle/11572/274536/366032/6th%20Teaching%20Innovation%20&amp;%20Entrepreneurship%20Excellence%20Awards%202020-%20with%20cover.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,6th20Teaching20Innovation20amp20Entrepreneurship20Excellence20Awards20202020with20coverpdf1120
Gerlach_2020_Phys._Med._Biol._65_245045.pdf,https://iris.unitn.it/retrieve/handle/11572/287435/484140/Gerlach_2020_Phys._Med._Biol._65_245045.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Gerlach2020PhysMedBiol65245045pdf1121
Pich2021_ReferenceWorkEntry_UtPicturaPoesis.pdf,https://iris.unitn.it/retrieve/handle/11572/312161/476234/Pich2021_ReferenceWorkEntry_UtPicturaPoesis.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Pich2021ReferenceWorkEntryUtPicturaPoesispdf1122
"Issue%2012,%202020,%20JCEA_Article_MD.pdf","https://iris.unitn.it/retrieve/handle/11572/287503/401053/Issue%2012,%202020,%20JCEA_Article_MD.pdf",tutti i diritti riservati,application/pdf,versione editoriale,False,Issue201220202020JCEAArticleMDpdf1123
omicidio.stradale.%20Menghini.riml.pdf,https://iris.unitn.it/retrieve/handle/11572/274601/366215/omicidio.stradale.%20Menghini.riml.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,omicidiostradale20Menghinirimlpdf1124
2020_Optimal+Design+of+a+Hybrid+Energy+System+for+the+S.pdf,https://iris.unitn.it/retrieve/handle/11572/287511/401069/2020_Optimal+Design+of+a+Hybrid+Energy+System+for+the+S.pdf,,application/pdf,versione editoriale,False,2020OptimalDesignofaHybridEnergySystemfortheSpdf1125
Fronteggiare%20l'emergenza%20alimentare.pdf,https://iris.unitn.it/retrieve/handle/11572/274615/366624/Fronteggiare%20l'emergenza%20alimentare.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Fronteggiare20lemergenza20alimentarepdf1126
Anna_Gianna_Manca%20(1).pdf,https://iris.unitn.it/retrieve/handle/11572/251789/375954/Anna_Gianna_Manca%20(1).pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,AnnaGiannaManca201pdf1127
kr2020-0021-calautti-et-al.pdf,https://iris.unitn.it/retrieve/handle/11572/312193/476310/kr2020-0021-calautti-et-al.pdf,,application/pdf,postprint,False,kr20200021calauttietalpdf1128
Proofs_BMSV_PEJEP.pdf,https://iris.unitn.it/retrieve/handle/11572/287380/400837/Proofs_BMSV_PEJEP.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,ProofsBMSVPEJEPpdf1129
Workless%20parents_manuscript%20E&amp;L_FINAL%20-%2020.07.doc,https://iris.unitn.it/retrieve/handle/11572/287389/400864/Workless%20parents_manuscript%20E&amp;L_FINAL%20-%2020.07.doc,tutti i diritti riservati,application/msword,postprint,False,Workless20parentsmanuscript20EampLFINAL20202007doc1130
PIIS1120179720302349.pdf,https://iris.unitn.it/retrieve/handle/11572/287609/484150/PIIS1120179720302349.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,PIIS1120179720302349pdf1131
JNeurosci2020_accepted_version.pdf,https://iris.unitn.it/retrieve/handle/11572/291595/412307/JNeurosci2020_accepted_version.pdf,,application/pdf,postprint,False,JNeurosci2020acceptedversionpdf1132
MC%20in%20federalismi%20su%20dl%2086%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/274753/366579/MC%20in%20federalismi%20su%20dl%2086%202020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,MC20in20federalismi20su20dl2086202020pdf1133
Mich2020_ReferenceWorkEntry_ArtificialIntelligenceAndMachi.pdf,https://iris.unitn.it/retrieve/handle/11572/274764/366600/Mich2020_ReferenceWorkEntry_ArtificialIntelligenceAndMachi.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Mich2020ReferenceWorkEntryArtificialIntelligenceAndMachipdf1134
COZZIO_PARISI_2020_ES.pdf,https://iris.unitn.it/retrieve/handle/11572/274774/366620/COZZIO_PARISI_2020_ES.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,COZZIOPARISI2020ESpdf1135
Turismo_fragilita%BF_emergenze%20Cap%206%20MICH.pdf,https://iris.unitn.it/retrieve/handle/11572/274772/370746/Turismo_fragilita%BF_emergenze%20Cap%206%20MICH.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,TurismofragilitaBFemergenze20Cap20620MICHpdf1136
39.Voghera-Maturi-Rosi%20volume%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/275263/367818/39.Voghera-Maturi-Rosi%20volume%202020.pdf,tutti i diritti riservati,application/pdf,postprint,False,39VogheraMaturiRosi20volume202020pdf1137
43.Rosi-Lubello%20curatela%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/274802/370337/43.Rosi-Lubello%20curatela%202020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,43RosiLubello20curatela202020pdf1138
44%20Rosi%20cufi%202020-small.pdf,https://iris.unitn.it/retrieve/handle/11572/274786/370355/44%20Rosi%20cufi%202020-small.pdf,,application/pdf,versione editoriale,False,4420Rosi20cufi202020smallpdf1139
10-1108_RPJ-03-2019-0090.pdf,https://iris.unitn.it/retrieve/handle/11572/252092/304103/10-1108_RPJ-03-2019-0090.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,101108RPJ0320190090pdf1140
Sensors-2020-Kiwi-Metacortex.pdf,https://iris.unitn.it/retrieve/handle/11572/287551/401155/Sensors-2020-Kiwi-Metacortex.pdf,,application/pdf,versione editoriale,False,Sensors2020KiwiMetacortexpdf1141
JSTARS-2020-Siamese.pdf,https://iris.unitn.it/retrieve/handle/11572/287549/401151/JSTARS-2020-Siamese.pdf,,application/pdf,versione editoriale,False,JSTARS2020Siamesepdf1142
JSTARS-2020-Captioning-Retrieval.pdf,https://iris.unitn.it/retrieve/handle/11572/287547/401147/JSTARS-2020-Captioning-Retrieval.pdf,,application/pdf,versione editoriale,False,JSTARS2020CaptioningRetrievalpdf1143
QRE-2020-Mohamed.pdf,https://iris.unitn.it/retrieve/handle/11572/287553/401159/QRE-2020-Mohamed.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,QRE2020Mohamedpdf1144
BSPC-2020-Catheter-Feature%20Selection.pdf,https://iris.unitn.it/retrieve/handle/11572/287559/401171/BSPC-2020-Catheter-Feature%20Selection.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,BSPC2020CatheterFeature20Selectionpdf1145
GRSL_2020-Satoru-Autoencoder.pdf,https://iris.unitn.it/retrieve/handle/11572/287557/401167/GRSL_2020-Satoru-Autoencoder.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,GRSL2020SatoruAutoencoderpdf1146
41.Lubello-Rosi%202020%20intro.pdf,https://iris.unitn.it/retrieve/handle/11572/275254/367801/41.Lubello-Rosi%202020%20intro.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,41LubelloRosi20202020intropdf1147
40.Rosi%20in%20Lopez-Molina%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/275258/367809/40.Rosi%20in%20Lopez-Molina%202020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,40Rosi20in20LopezMolina202020pdf1148
42.Rosi%20ItalianoLinguaDue%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/275252/367797/42.Rosi%20ItalianoLinguaDue%202020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,42Rosi20ItalianoLinguaDue202020pdf1149
Gabellieri%20Panetta%20Pescini%205tera.pdf,https://iris.unitn.it/retrieve/handle/11572/287611/405636/Gabellieri%20Panetta%20Pescini%205tera.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Gabellieri20Panetta20Pescini205terapdf1150
Riv%20dir%20agr%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/274721/366494/Riv%20dir%20agr%202020.pdf,tutti i diritti riservati,application/pdf,postprint,False,Riv20dir20agr202020pdf1151
Book_dsabns2020.pdf,https://iris.unitn.it/retrieve/handle/11572/256132/313978/Book_dsabns2020.pdf,,application/pdf,abstract,False,Bookdsabns2020pdf1152
Vinco%202020%20La%20forma%20del%20Tempo%20Poldi%20Pezzoli%20bassa.pdf,https://iris.unitn.it/retrieve/handle/11572/324434/509685/Vinco%202020%20La%20forma%20del%20Tempo%20Poldi%20Pezzoli%20bassa.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Vinco20202020La20forma20del20Tempo20Poldi20Pezzoli20bassapdf1153
Zovenzoni_Raffaele_Dizionario_Biografico.pdf,https://iris.unitn.it/retrieve/handle/11572/324426/509669/Zovenzoni_Raffaele_Dizionario_Biografico.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,ZovenzoniRaffaeleDizionarioBiograficopdf1154
2020_PlosNTD.pdf,https://iris.unitn.it/retrieve/handle/11572/256087/313856/2020_PlosNTD.pdf,,application/pdf,versione editoriale,False,2020PlosNTDpdf1155
10.1103_PhysRevB.101.064505.pdf,https://iris.unitn.it/retrieve/handle/11572/256329/314550/10.1103_PhysRevB.101.064505.pdf,,application/pdf,versione editoriale,False,101103PhysRevB101064505pdf1156
sturm2020taxonomy.pdf,https://iris.unitn.it/retrieve/handle/11572/269617/353113/sturm2020taxonomy.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,sturm2020taxonomypdf1157
fini.pdf,https://iris.unitn.it/retrieve/handle/11572/284412/393897/fini.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,finipdf1158
Alzetta2020_Chapter_In-TimeExplainabilityInMulti-A.pdf,https://iris.unitn.it/retrieve/handle/11572/291779/412805/Alzetta2020_Chapter_In-TimeExplainabilityInMulti-A.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Alzetta2020ChapterInTimeExplainabilityInMultiApdf1159
